Term ID	Label	Parent Term	Defintion	GECKO Category	Internal ID	Suggested Categories	Comment
CHOP:0000902	PNC_PMAT_GENUS		PMAT: Penn Matrix Reasoning Test Genus	Penn CNB	PMAT_GENUS		Encoded Value
CHOP:0000903	PNC_PMAT_VALID		PMAT: Penn Matrix Reasoning Test Valid Code, by genus	Penn CNB	PMAT_VALID		Integer
CHOP:0000904	PNC_PMAT_CR		PMAT: Total Correct Responses for All Test Trials, by genus	Penn CNB	PMAT_CR		Integer
CHOP:0000905	PNC_PMAT_RTCR		PMAT: Median Response Time for Correct Test Trial Responses, by genus	Penn CNB	PMAT_RTCR		Integer
CHOP:0000906	PNC_PMAT_RTER		PMAT: Median Response Time for Incorrect Test Trial Responses, by genus	Penn CNB	PMAT_RTER		Integer
CHOP:0000907	PNC_PMAT_PC		PMAT: Percent of Correct Responses for All Test Trials, by genus	Penn CNB	PMAT_PC		Encoded Value
CHOP:0000908	PNC_TAP_GENUS		TAP: Finger Tapping Test Genus	Penn CNB	TAP_GENUS		Encoded Value
CHOP:0000909	PNC_TAP_VALID		TAP: Finger Tapping Test Valid Code	Penn CNB	TAP_VALID		String
CHOP:0000910	PNC_TAP_HAND		TAP: Dominant Hand Selected for TAP Test	Penn CNB	TAP_HAND		Integer
CHOP:0000911	PNC_TAP_DOM		TAP: Mean of Tap Responses Across Three Dominant Hand Trials	Penn CNB	TAP_DOM		Integer
CHOP:0000912	PNC_TAP_NON		TAP: Mean of Tap Responses Across Three Non-Dominant Hand Trials	Penn CNB	TAP_NON		Integer
CHOP:0000913	PNC_TAP_DOMSD		TAP: Standard Deviation of Mean Tap Responses Across Three Dominant Hand Trials	Penn CNB	TAP_DOMSD		Integer
CHOP:0000914	PNC_TAP_NONSD		TAP: Standard Deviation of Mean Tap Responses Across Three Non-Dominant Hand Trials	Penn CNB	TAP_NONSD		Integer
CHOP:0000915	PNC_TAP_TOT		TAP: Sum of Mean of Tap Responses for Dominant Hand Trials and Mean of Tap Responses of Non-Dominant Hand Trials	Penn CNB	TAP_TOT		Encoded Value
CHOP:0000916	PNC_VOLT_GENUS		VOLT: Visual Object Learning Test Genus	Penn CNB	VOLT_GENUS		Encoded Value
CHOP:0000917	PNC_VOLT_VALID		VOLT: Visual Object Learning Test Valid Code	Penn CNB	VOLT_VALID		Integer
CHOP:0000918	PNC_VOLT_SVT		VOLT: Total Correct Responses for All Test Trial	Penn CNB	VOLT_SVT		Integer
CHOP:0000919	PNC_VOLT_SVTCRT		VOLT: Median Response Time for Total Correct Responses 	Penn CNB	VOLT_SVTCRT		Integer
CHOP:0000920	PNC_VOLT_SVTIRT		VOLT: Median Response Time for Incorrect Responses 	Penn CNB	VOLT_SVTIRT		Integer
CHOP:0000921	PNC_VOLT_SVTTP		VOLT: Number of Correct Responses to Target Shapes (TP)	Penn CNB	VOLT_SVTTP		Integer
CHOP:0000922	PNC_VOLT_SVTTN		VOLT: Number of Correct Responses to Foil Shapes (TN) 	Penn CNB	VOLT_SVTTN		Integer
CHOP:0000923	PNC_VOLT_SVTFP		VOLT: Number of Incorrect Responses to Foil Shapes (FP)	Penn CNB	VOLT_SVTFP		Integer
CHOP:0000924	PNC_VOLT_SVTFN		VOLT: Number of Incorrect Responses to Target Shapes (FN)	Penn CNB	VOLT_SVTFN		Integer
CHOP:0000925	PNC_VOLT_SVTTPRT		VOLT: Median Response Time for Correct Responses to Target Shapes (TP) 	Penn CNB	VOLT_SVTTPRT		Integer
CHOP:0000926	PNC_VOLT_SVTTNRT		VOLT: Median Response Time for Correct Responses to Foil Shapes (TN) 	Penn CNB	VOLT_SVTTNRT		Integer
CHOP:0000927	PNC_VOLT_SVTFPRT		VOLT: Median Response Time for Incorrect Responses to Foil Shapes (FP) 	Penn CNB	VOLT_SVTFPRT		Integer
CHOP:0000928	PNC_VOLT_SVTFNRT		VOLT: Median Response Time for Incorrect Responses to Target Shapes (FN) 	Penn CNB	VOLT_SVTFNRT		Encoded Value
CHOP:0000929	PNC_LNB_GENUS		LNB: Letter N-Back Test Genus	Penn CNB	LNB_GENUS		Encoded Value
CHOP:0000930	PNC_LNB_VALID		LNB: Letter N-Back Test Valid Code	Penn CNB	LNB_VALID		Integer
CHOP:0000931	PNC_LNB_TP		LNB: Total Correct Responses to 0-Back, 1-Back, and 2-Back Trials (TP) 	Penn CNB	LNB_TP		Integer
CHOP:0000932	PNC_LNB_FP		LNB: Total Incorrect Responses to 0-Back, 1-Back and 2-Back Trials (FP)	Penn CNB	LNB_FP		Integer
CHOP:0000933	PNC_LNB_RTC		LNB: Median Response Time for All Correct Responses to 0-Back, 1-Back, and 2-Back Trials 	Penn CNB	LNB_RTC		Integer
CHOP:0000934	PNC_LNB_MCR		LNB: Number of Correct Responses to for 1-Back and 2-Back Trials	Penn CNB	LNB_MCR		Integer
CHOP:0000935	PNC_LNB_MRTC		LNB: Mean of the Median Response Time for Correct Responses for 1-Back (TP) and for 2-Back (TP) Trials 	Penn CNB	LNB_MRTC		Integer
CHOP:0000936	PNC_LNB_TP0		LNB: Number of Correct Responses to 0-Back Trials (TP)	Penn CNB	LNB_TP0		Integer
CHOP:0000937	PNC_LNB_FP0		LNB: Number of Incorrect Responses to 0-Back Trials (FP)	Penn CNB	LNB_FP0		Integer
CHOP:0000938	PNC_LNB_RTC0		LNB: Median Response Time for Correct Responses to 0-Back Trials (TP) 	Penn CNB	LNB_RTC0		Integer
CHOP:0000939	PNC_LNB_TP1		LNB: Number of Correct Responses to 1-Back Trials (TP)	Penn CNB	LNB_TP1		Integer
CHOP:0000940	PNC_LNB_FP1		LNB: Number of Incorrect Responses to 1-Back Trials (FP)	Penn CNB	LNB_FP1		Integer
CHOP:0000941	PNC_LNB_RTC1		LNB: Median Response Time for Correct Responses 1-Back Trials (TP) 	Penn CNB	LNB_RTC1		Integer
CHOP:0000942	PNC_LNB_TP2		LNB: Number of Correct Responses to 2-Back Trials (TP)	Penn CNB	LNB_TP2		Integer
CHOP:0000943	PNC_LNB_FP2		LNB: Number of Incorrect Responses to 2-Back Trials (FP)	Penn CNB	LNB_FP2		Integer
CHOP:0000944	PNC_LNB_RTC2		LNB: Median Response Time for Correct Responses to 2-Back Trials (TP) 	Penn CNB	LNB_RTC2		Encoded Value
CHOP:0000945	PNC_PCET_GENUS		PCET: Penn Conditional Exclusion Test Genus	Penn CNB	PCET_GENUS		Encoded Value
CHOP:0000946	PNC_PCET_VALID		PCET: Penn Conditional Exclusion Test Valid Code	Penn CNB	PCET_VALID		Integer
CHOP:0000947	PNC_PCET_RTCR		PCET: Median Response Time for Correct Responses 	Penn CNB	PCET_RTCR		Integer
CHOP:0000948	PNC_PCET_RTER		PCET: Median Response Time for Incorrect Responses 	Penn CNB	PCET_RTER		Integer
CHOP:0000949	PNC_PCET_CAT		PCET: Number of Categories Achieved	Penn CNB	PCET_CAT		Integer
CHOP:0000950	PNC_PCET_ACC2		PCET: Calculated Accuracy Measure	Penn CNB	PCET_ACC2		Encoded Value
CHOP:0000951	PNC_PCPT_GENUS		PCPT: Penn Continuous Performance Test Genus	Penn CNB	PCPT_GENUS		Encoded Value
CHOP:0000952	PNC_PCPT_VALID		PCPT: Penn Continuous Performance Test Valid Code	Penn CNB	PCPT_VALID		Integer
CHOP:0000953	PNC_PCPT_N_TP		PCPT: Number of Correct Responses to Number Trials (TP)	Penn CNB	PCPT_N_TP		Integer
CHOP:0000954	PNC_PCPT_N_FP		PCPT: Number of Incorrect Responses to Number Trials (FP)	Penn CNB	PCPT_N_FP		Integer
CHOP:0000955	PNC_PCPT_N_TPRT		PCPT: Median Response Time for Correct Responses to Number Trials (TP) 	Penn CNB	PCPT_N_TPRT		Integer
CHOP:0000956	PNC_PCPT_N_FPRT		PCPT: Median Response Time for Incorrect Responses to Number Trials (FP) 	Penn CNB	PCPT_N_FPRT		Integer
CHOP:0000957	PNC_PCPT_L_TP		PCPT: Number of Correct Responses to Letter Trials (TP)	Penn CNB	PCPT_L_TP		Integer
CHOP:0000958	PNC_PCPT_L_FP		PCPT: Number of Incorrect Responses to Letter Trials (FP)	Penn CNB	PCPT_L_FP		Integer
CHOP:0000959	PNC_PCPT_L_TPRT		PCPT: Median Response Time for Correct Responses to Letter Trials (TP) 	Penn CNB	PCPT_L_TPRT		Integer
CHOP:0000960	PNC_PCPT_L_FPRT		PCPT: Median Response Time for Incorrect Responses to Letter Trials (FP) 	Penn CNB	PCPT_L_FPRT		Integer
CHOP:0000961	PNC_PCPT_T_FP		PCPT: Total of Incorrect Responses to Number Trials (TP) and Letter Trials (FP)	Penn CNB	PCPT_T_FP		Integer
CHOP:0000962	PNC_PCPT_T_TP		PCPT: Total of Correct Responses to Number Trials (TP) and Letter Trials (TP)	Penn CNB	PCPT_T_TP		Integer
CHOP:0000963	PNC_PCPT_T_TPRT		PCPT: Median Response Time for Correct Responses to Number Trials (TP) and Letter Trials (TP) 	Penn CNB	PCPT_T_TPRT		Integer
CHOP:0000964	PNC_PCPT_T_FPRT		PCPT: Median Response Time for Incorrect Responses to Number Trials (TP) and Letter Trials (TP) 	Penn CNB	PCPT_T_FPRT		Encoded Value
CHOP:0000965	PNC_PLOT_GENUS		PLOT: Penn Line Orientation Test Genus	Penn CNB	PLOT_GENUS		Encoded Value
CHOP:0000966	PNC_PLOT_VALID		PLOT: Penn Line Orientation Test Valid Code, by genus	Penn CNB	PLOT_VALID		Integer
CHOP:0000967	PNC_PLOT_TC		PLOT: Total Correct Responses for All Test Trials, by genus	Penn CNB	PLOT_TC		Integer
CHOP:0000968	PNC_PLOT_TCRT		PLOT: Median Response Time for Correct Trials, by genus	Penn CNB	PLOT_TCRT		Integer
CHOP:0000969	PNC_PLOT_OFF		PLOT: Total Positions Off for All Test Trials, by genus	Penn CNB	PLOT_OFF		Integer
CHOP:0000970	PNC_PLOT_PC		PLOT: Percent Correct Responses for All Test Trials, by genus	Penn CNB	PLOT_PC		Encoded Value
CHOP:0000971	PNC_WRAT_GENUS		WRAT: Wide Range Assessment Test Genus	Penn CNB	WRAT_GENUS		Encoded Value
CHOP:0000972	PNC_WRAT_VALID		WRAT: Wide Range Assessment Test Valid Code	Penn CNB	WRAT_VALID		Integer
CHOP:0000973	PNC_WRAT_CR_RAW		WRAT: Wide Range Assessment Test 4 Total Raw Score	Penn CNB	WRAT_CR_RAW		Integer
CHOP:0000974	PNC_WRAT_CR_STD		WRAT: Wide Range Assessment Test Total Standard Score	Penn CNB	WRAT_CR_STD		Integer
CHOP:0000975	PNC_SUB_ALC		Alcohol use endorsed	alcohol use history	SUB_ALC		Integer
CHOP:0000976	PNC_SUB_COC		Cocaine use endorsed	recreational drug history	SUB_COC		Integer
CHOP:0000977	PNC_SUB_DOWN		Downers use endorsed	recreational drug history	SUB_DOWN		Integer
CHOP:0000978	PNC_SUB_INH		Inhalant use endorsed	recreational drug history	SUB_INH		Integer
CHOP:0000979	PNC_SUB_MAR		Marijuana use endorsed	recreational drug history	SUB_MAR		Integer
CHOP:0000980	PNC_SUB_OPI		Opiate use endorsed	recreational drug history	SUB_OPI		Integer
CHOP:0000981	PNC_SUB_OTC		Over the counter substance use endorsed	medication	SUB_OTC		Integer
CHOP:0000982	PNC_SUB_PSY		Psychedelic use endorsed	recreational drug history	SUB_PSY		Integer
CHOP:0000983	PNC_SUB_STER		Steroid use endorsed	recreational drug history	SUB_STER		Integer
CHOP:0000984	PNC_SUB_STIM		Stimulant use endorsed	recreational drug history	SUB_STIM		Integer
CHOP:0000985	PNC_SUB_TOB		Tobacco use endorsed	tobacco use history	SUB_TOB		Integer
CHOP:0000986	PNC_SUB_TRAN		Tranquilizer used endorsed	recreational drug history	SUB_TRAN		Integer
CHOP:0000987	PNC_SUB_TOT		Total number of substances  endorsed	recreational drug history	SUB_TOT		Integer
CHOP:0000988	PNC_Education		Years of education	education	Education		Integer
CHOP:0000989	PNC_Mother_Education		Years of education - mother	education	Mother_Education		Integer
CHOP:0000990	PNC_Father_Education		Years of education - father	education	Father_Education		
CHOP:0000991	DAC_RECONTACT		Permission to recontact for further research (Y/N)	survey administration	RECONTACT		Yes-No
CHOP:0000992	DAC_GENOTYPE		Genotype data available(Y/N)	DNA/Genotyping	GENOTYPE		Yes-No
CHOP:0000993	DAC_WES		Whole exome sequencing data available (Y/N)	WES	WES		Yes-No
CHOP:0000994	DAC_WGS		Whole genome sequencing data available (Y/N)	WGS	WGS		Yes-No
CHOP:0000995	DAC_IMAGE_MRI		MRI imaging data available (Y/N)	laboratory measures	IMAGE_MRI		Yes-No
CHOP:0000996	DAC_IMAGE_PET		PET imaging data available (Y/N)	laboratory measures	IMAGE_PET		Yes-No
